Row,kDN,DS,DCP,TD_P,TD_U,CL,CLD,MV,CB,N1,N2,LSC,LSR,Harmfulness,Usefulness
1,0,1,1,2,2,0.999987344605138,0.999974689210276,0,0.001,0,0.984478699289008,0.99,0.195477485656738,0,499
2,0,1,1,2,2,0.858131613835691,0.716263227671383,0,0.001,1,0.857798777451799,0.316,0.117557361721992,1,499
3,0,0.93186372745491,0.997995991983968,1,2,1,1,0.00399201596806387,-0.001,0,0.986190856914764,0.855421686746988,0.173178926110268,0,333
4,0,1,1,2,2,0.99999999990951,0.99999999981902,0,0.001,0,0.996953430105326,0.998,0.29405677318573,0,486
5,0,0.93186372745491,0.997995991983968,1,2,1,1,0.00399201596806387,-0.001,0,0.902955286380057,0.100401606425703,0.0374400615692139,0,377
6,0,0.93186372745491,0.997995991983968,1,2,1,1,0.00399201596806387,-0.001,0,0.985757903727052,0.877510040160643,0.195891067385674,0,321
7,0,1,1,2,2,0.99999999712523,0.999999994250459,0,0.001,0,0.998249361993231,0.998,0.263872027397156,0,494
8,0,0.93186372745491,0.997995991983968,1,2,1,1,0.00399201596806387,-0.001,0,0.968470512615098,0.853413654618474,0.183332249522209,0,316
9,0,0.93186372745491,0.997995991983968,1,2,1,1,0.00399201596806387,-0.001,0,0.946892398855918,0.680722891566265,0.119881086051464,0,361
10,0,1,1,2,2,0.999835521603006,0.999671043206013,0,0.001,0,0.98161198343116,0.954,0.175782799720764,0,499
11,0,0.93186372745491,0.997995991983968,1,2,1,1,0.00399201596806387,-0.001,0,0.992133724592767,0.534136546184739,0.095924124121666,0,375
12,0,1,1,2,2,0.999999685759385,0.99999937151877,0,0.001,0,0.99745060668442,0.998,0.225898489356041,0,499
13,0,0.93186372745491,0.997995991983968,1,2,1,1,0.00399201596806387,-0.001,0,0.942749294602169,0.775100401606426,0.202826544642448,0,273
14,0,0.93186372745491,0.997995991983968,1,2,0.999999999377962,0.999999998755925,0.00399201596806387,-0.001,0,0.890876636918946,0.146586345381526,0.0656885728240013,0,61
15,0,0.93186372745491,0.997995991983968,1,2,1,1,0.00399201596806387,-0.001,0,0.978827308642977,0.897590361445783,0.277625560760498,0,254
16,1,0,0.00200400801603206,1,3,1.64551265429135e-15,-0.999999999999997,0,0.001,3,0.0160160052523191,0,0.0038355381693691,440,0
17,0,0.93186372745491,0.997995991983968,1,2,1,1,0.00399201596806387,-0.001,0,0.939190105910487,0.720883534136546,0.125884786248207,0,370
18,0,1,1,2,2,0.999999999850464,0.999999999700928,0,0.001,0,0.99618715335534,0.998,0.29562109708786,0,486
19,0,1,1,2,2,0.999999781403616,0.999999562807232,0,0.001,0,0.989729742140574,0.998,0.230504482984543,0,497
20,0,0.93186372745491,0.997995991983968,1,2,1,1,0.00399201596806387,-0.001,0,0.970564776572154,0.779116465863454,0.142761394381523,0,339
21,0,1,1,2,2,0.999410641871451,0.998821283742903,0,0.001,0,0.984144059586525,0.902,0.162587761878967,0,499
22,0,1,1,2,2,0.999999999935081,0.999999999870162,0,0.001,0,0.992774993649,0.998,0.311332017183304,0,485
23,0,1,1,2,2,0.999767904171872,0.999535808343745,0,0.001,0,0.989568044006634,0.938,0.17066702246666,0,499
24,0,0.93186372745491,0.997995991983968,1,2,1,1,0.00399201596806387,-0.001,0,0.986828757173419,0.897590361445783,0.307174235582352,0,230
25,0,0.93186372745491,0.997995991983968,1,2,1,1,0.00399201596806387,-0.001,0,0.962754485631711,0.879518072289157,0.203117504715919,0,311
26,0,1,1,2,2,0.999987739380799,0.999975478761599,0,0.001,0,0.993055697989677,0.986,0.194835320115089,0,499
27,0,1,1,2,2,0.999999997612296,0.999999995224593,0,0.001,0,0.985091772279492,0.998,0.26371231675148,0,494
28,0,1,1,2,2,0.999999999230007,0.999999998460013,0,0.001,0,0.995617624568425,0.998,0.291726022958755,0,488
29,0,1,1,2,2,0.999931534766465,0.99986306953293,0,0.001,0,0.967932558954226,0.966,0.180862739682198,0,499
30,0,1,1,2,2,0.999999996930656,0.999999993861312,0,0.001,0,0.996809322975567,0.998,0.275479853153229,0,492
31,0,1,1,2,2,0.99999999999696,0.999999999993919,0,0.001,0,0.980081549904796,0.998,0.320636838674545,0,482
32,0,0.93186372745491,0.997995991983968,1,2,1,1,0.00399201596806387,-0.001,0,0.986196526215846,0.895582329317269,0.246092215180397,0,276
33,0,1,1,2,2,0.99990763408694,0.999815268173881,0,0.001,0,0.976303138891001,0.962,0.179220840334892,0,499
34,0,1,1,2,2,0.999999999999417,0.999999999998834,0,0.001,0,0.970529361177643,0.998,0.360321998596191,0,458
